,날짜,보통휘발유,자동차용경유,연도,일자
0,2019년01월01일,1375.08,1272.42,2019,01월01일
1,2019년01월02일,1371.58,1269.2,2019,01월02일
2,2019년01월03일,1367.67,1265.31,2019,01월03일
3,2019년01월04일,1363.93,1261.82,2019,01월04일
4,2019년01월05일,1361.02,1258.88,2019,01월05일
5,2019년01월06일,1359.6,1257.43,2019,01월06일
6,2019년01월07일,1357.21,1255.3,2019,01월07일
7,2019년01월08일,1354.46,1252.58,2019,01월08일
8,2019년01월09일,1352.61,1250.76,2019,01월09일
9,2019년01월10일,1351.2,1249.46,2019,01월10일
10,2019년01월11일,1350.06,1248.49,2019,01월11일
11,2019년01월12일,1349.44,1247.73,2019,01월12일
12,2019년01월13일,1349.16,1247.24,2019,01월13일
13,2019년01월14일,1348.54,1246.92,2019,01월14일
14,2019년01월15일,1347.96,1246.19,2019,01월15일
15,2019년01월16일,1347.39,1245.63,2019,01월16일
16,2019년01월17일,1346.77,1245.01,2019,01월17일
17,2019년01월18일,1346.19,1244.52,2019,01월18일
18,2019년01월19일,1345.82,1244.19,2019,01월19일
19,2019년01월20일,1345.6,1243.97,2019,01월20일
20,2019년01월21일,1345.57,1244.06,2019,01월21일
21,2019년01월22일,1345.59,1243.88,2019,01월22일
22,2019년01월23일,1345.48,1243.78,2019,01월23일
23,2019년01월24일,1345.35,1243.69,2019,01월24일
24,2019년01월25일,1345.27,1243.58,2019,01월25일
25,2019년01월26일,1344.93,1243.33,2019,01월26일
26,2019년01월27일,1344.94,1243.22,2019,01월27일
27,2019년01월28일,1344.93,1243.41,2019,01월28일
28,2019년01월29일,1344.76,1243.41,2019,01월29일
29,2019년01월30일,1344.49,1243.27,2019,01월30일
30,2019년01월31일,1344.35,1243.04,2019,01월31일
31,2019년02월01일,1344.15,1242.99,2019,02월01일
32,2019년02월02일,1344.21,1243.01,2019,02월02일
33,2019년02월03일,1344.16,1242.9,2019,02월03일
34,2019년02월04일,1344.12,1242.77,2019,02월04일
35,2019년02월05일,1344.13,1242.71,2019,02월05일
36,2019년02월06일,1343.85,1242.41,2019,02월06일
37,2019년02월07일,1343.8,1242.24,2019,02월07일
38,2019년02월08일,1343.48,1242.17,2019,02월08일
39,2019년02월09일,1343.19,1242.03,2019,02월09일
40,2019년02월10일,1343.13,1241.93,2019,02월10일
41,2019년02월11일,1342.93,1241.92,2019,02월11일
42,2019년02월12일,1342.66,1241.75,2019,02월12일
43,2019년02월13일,1342.5,1241.58,2019,02월13일
44,2019년02월14일,1342.34,1241.53,2019,02월14일
45,2019년02월15일,1342.24,1241.52,2019,02월15일
46,2019년02월16일,1342.55,1241.71,2019,02월16일
47,2019년02월17일,1342.62,1241.69,2019,02월17일
48,2019년02월18일,1342.75,1242.03,2019,02월18일
49,2019년02월19일,1342.87,1242.2,2019,02월19일
50,2019년02월20일,1342.97,1242.5,2019,02월20일
51,2019년02월21일,1343.19,1242.74,2019,02월21일
52,2019년02월22일,1343.7,1243.23,2019,02월22일
53,2019년02월23일,1344.3,1243.82,2019,02월23일
54,2019년02월24일,1344.64,1244.03,2019,02월24일
55,2019년02월25일,1345.21,1244.77,2019,02월25일
56,2019년02월26일,1345.97,1245.75,2019,02월26일
57,2019년02월27일,1346.57,1246.36,2019,02월27일
58,2019년02월28일,1347.17,1246.94,2019,02월28일
59,2019년03월01일,1348.52,1248.5,2019,03월01일
60,2019년03월02일,1349.01,1248.8,2019,03월02일
61,2019년03월03일,1349.18,1248.9,2019,03월03일
62,2019년03월04일,1349.54,1249.48,2019,03월04일
63,2019년03월05일,1350.21,1250.28,2019,03월05일
64,2019년03월06일,1350.83,1251.02,2019,03월06일
65,2019년03월07일,1351.77,1252.01,2019,03월07일
66,2019년03월08일,1353.58,1253.97,2019,03월08일
67,2019년03월09일,1354.89,1255.17,2019,03월09일
68,2019년03월10일,1355.69,1255.79,2019,03월10일
69,2019년03월11일,1356.86,1257.38,2019,03월11일
70,2019년03월12일,1358.93,1259.29,2019,03월12일
71,2019년03월13일,1361.38,1261.62,2019,03월13일
72,2019년03월14일,1363.69,1263.88,2019,03월14일
73,2019년03월15일,1366.83,1267.06,2019,03월15일
74,2019년03월16일,1369.55,1269.58,2019,03월16일
75,2019년03월17일,1370.93,1270.67,2019,03월17일
76,2019년03월18일,1372.96,1272.95,2019,03월18일
77,2019년03월19일,1375.77,1275.44,2019,03월19일
78,2019년03월20일,1378.03,1277.6,2019,03월20일
79,2019년03월21일,1379.83,1279.21,2019,03월21일
80,2019년03월22일,1381.85,1281.22,2019,03월22일
81,2019년03월23일,1383.83,1283.09,2019,03월23일
82,2019년03월24일,1384.72,1283.7,2019,03월24일
83,2019년03월25일,1386.32,1285.44,2019,03월25일
84,2019년03월26일,1388.31,1287.33,2019,03월26일
85,2019년03월27일,1389.97,1288.77,2019,03월27일
86,2019년03월28일,1391.43,1290.02,2019,03월28일
87,2019년03월29일,1392.77,1291.24,2019,03월29일
88,2019년03월30일,1393.96,1292.32,2019,03월30일
89,2019년03월31일,1394.19,1292.39,2019,03월31일
90,2019년04월01일,1396.21,1294.48,2019,04월01일
91,2019년04월02일,1398.26,1296.03,2019,04월02일
92,2019년04월03일,1399.91,1297.42,2019,04월03일
93,2019년04월04일,1401.33,1298.55,2019,04월04일
94,2019년04월05일,1402.73,1299.7,2019,04월05일
95,2019년04월06일,1404.24,1300.91,2019,04월06일
96,2019년04월07일,1405.01,1301.4,2019,04월07일
97,2019년04월08일,1406.37,1302.72,2019,04월08일
98,2019년04월09일,1408.14,1304.14,2019,04월09일
99,2019년04월10일,1409.99,1305.73,2019,04월10일
100,2019년04월11일,1411.96,1307.52,2019,04월11일
101,2019년04월12일,1414.21,1309.38,2019,04월12일
102,2019년04월13일,1416.7,1311.29,2019,04월13일
103,2019년04월14일,1417.96,1312.08,2019,04월14일
104,2019년04월15일,1420.05,1313.98,2019,04월15일
105,2019년04월16일,1423.2,1316.23,2019,04월16일
106,2019년04월17일,1425.97,1318.36,2019,04월17일
107,2019년04월18일,1428.32,1320.14,2019,04월18일
108,2019년04월19일,1431.07,1322.04,2019,04월19일
109,2019년04월20일,1433.69,1323.78,2019,04월20일
110,2019년04월21일,1435.18,1324.66,2019,04월21일
111,2019년04월22일,1437.68,1326.54,2019,04월22일
112,2019년04월23일,1440.95,1328.81,2019,04월23일
113,2019년04월24일,1444.26,1331.19,2019,04월24일
114,2019년04월25일,1447.0,1333.19,2019,04월25일
115,2019년04월26일,1449.65,1335.14,2019,04월26일
116,2019년04월27일,1452.3,1336.99,2019,04월27일
117,2019년04월28일,1453.81,1337.81,2019,04월28일
118,2019년04월29일,1456.22,1339.93,2019,04월29일
119,2019년04월30일,1459.4,1342.35,2019,04월30일
120,2019년05월01일,1463.79,1345.64,2019,05월01일
121,2019년05월02일,1466.64,1347.81,2019,05월02일
122,2019년05월03일,1469.8,1350.07,2019,05월03일
123,2019년05월04일,1472.95,1352.51,2019,05월04일
124,2019년05월05일,1475.12,1354.14,2019,05월05일
125,2019년05월06일,1477.24,1355.76,2019,05월06일
126,2019년05월07일,1500.12,1373.41,2019,05월07일
127,2019년05월08일,1511.97,1382.32,2019,05월08일
128,2019년05월09일,1517.31,1386.25,2019,05월09일
129,2019년05월10일,1520.01,1388.26,2019,05월10일
130,2019년05월11일,1522.23,1389.84,2019,05월11일
131,2019년05월12일,1523.16,1390.35,2019,05월12일
132,2019년05월13일,1524.45,1391.37,2019,05월13일
133,2019년05월14일,1525.75,1392.22,2019,05월14일
134,2019년05월15일,1526.59,1392.8,2019,05월15일
135,2019년05월16일,1527.6,1393.38,2019,05월16일
136,2019년05월17일,1528.69,1394.0,2019,05월17일
137,2019년05월18일,1529.81,1394.73,2019,05월18일
138,2019년05월19일,1530.36,1394.95,2019,05월19일
139,2019년05월20일,1531.06,1395.46,2019,05월20일
140,2019년05월21일,1532.46,1396.34,2019,05월21일
141,2019년05월22일,1533.5,1397.07,2019,05월22일
142,2019년05월23일,1534.24,1397.46,2019,05월23일
143,2019년05월24일,1534.9,1397.98,2019,05월24일
144,2019년05월25일,1535.24,1398.06,2019,05월25일
145,2019년05월26일,1535.43,1398.08,2019,05월26일
146,2019년05월27일,1535.83,1398.33,2019,05월27일
147,2019년05월28일,1536.22,1398.58,2019,05월28일
148,2019년05월29일,1536.97,1399.11,2019,05월29일
149,2019년05월30일,1537.08,1399.07,2019,05월30일
150,2019년05월31일,1536.98,1398.94,2019,05월31일
151,2019년06월01일,1536.66,1398.53,2019,06월01일
152,2019년06월02일,1536.53,1398.21,2019,06월02일
153,2019년06월03일,1536.17,1397.94,2019,06월03일
154,2019년06월04일,1535.22,1397.12,2019,06월04일
155,2019년06월05일,1534.24,1396.05,2019,06월05일
156,2019년06월06일,1533.18,1395.01,2019,06월06일
157,2019년06월07일,1532.57,1394.4,2019,06월07일
158,2019년06월08일,1531.58,1393.39,2019,06월08일
159,2019년06월09일,1531.0,1392.79,2019,06월09일
160,2019년06월10일,1530.06,1391.97,2019,06월10일
161,2019년06월11일,1528.0,1389.95,2019,06월11일
162,2019년06월12일,1525.89,1387.9,2019,06월12일
163,2019년06월13일,1523.36,1385.59,2019,06월13일
164,2019년06월14일,1520.9,1383.07,2019,06월14일
165,2019년06월15일,1518.33,1380.58,2019,06월15일
166,2019년06월16일,1517.3,1379.44,2019,06월16일
167,2019년06월17일,1515.21,1377.66,2019,06월17일
168,2019년06월18일,1512.45,1374.82,2019,06월18일
169,2019년06월19일,1509.96,1372.43,2019,06월19일
170,2019년06월20일,1507.74,1370.24,2019,06월20일
171,2019년06월21일,1505.8,1368.32,2019,06월21일
172,2019년06월22일,1504.13,1366.55,2019,06월22일
173,2019년06월23일,1503.57,1365.85,2019,06월23일
174,2019년06월24일,1502.41,1364.73,2019,06월24일
175,2019년06월25일,1500.87,1363.5,2019,06월25일
176,2019년06월26일,1499.9,1362.48,2019,06월26일
177,2019년06월27일,1499.14,1361.77,2019,06월27일
178,2019년06월28일,1498.68,1361.56,2019,06월28일
179,2019년06월29일,1497.86,1360.84,2019,06월29일
180,2019년06월30일,1497.59,1360.29,2019,06월30일
181,2019년07월01일,1496.52,1359.41,2019,07월01일
182,2019년07월02일,1495.58,1358.43,2019,07월02일
183,2019년07월03일,1494.75,1357.54,2019,07월03일
184,2019년07월04일,1493.81,1356.45,2019,07월04일
185,2019년07월05일,1492.88,1355.51,2019,07월05일
186,2019년07월06일,1492.26,1354.72,2019,07월06일
187,2019년07월07일,1491.97,1354.2,2019,07월07일
188,2019년07월08일,1491.59,1353.91,2019,07월08일
189,2019년07월09일,1491.02,1353.24,2019,07월09일
190,2019년07월10일,1490.56,1352.6,2019,07월10일
191,2019년07월11일,1490.29,1352.17,2019,07월11일
192,2019년07월12일,1490.07,1351.9,2019,07월12일
193,2019년07월13일,1489.97,1351.75,2019,07월13일
194,2019년07월14일,1490.08,1351.64,2019,07월14일
195,2019년07월15일,1490.25,1351.78,2019,07월15일
196,2019년07월16일,1490.43,1351.83,2019,07월16일
197,2019년07월17일,1490.47,1351.63,2019,07월17일
198,2019년07월18일,1490.48,1351.61,2019,07월18일
199,2019년07월19일,1490.49,1351.55,2019,07월19일
200,2019년07월20일,1490.44,1351.33,2019,07월20일
201,2019년07월21일,1490.43,1351.17,2019,07월21일
202,2019년07월22일,1490.51,1351.35,2019,07월22일
203,2019년07월23일,1490.55,1351.1,2019,07월23일
204,2019년07월24일,1490.5,1351.13,2019,07월24일
205,2019년07월25일,1490.75,1351.15,2019,07월25일
206,2019년07월26일,1491.01,1351.31,2019,07월26일
207,2019년07월27일,1491.19,1351.35,2019,07월27일
208,2019년07월28일,1491.37,1351.25,2019,07월28일
209,2019년07월29일,1491.57,1351.49,2019,07월29일
210,2019년07월30일,1492.1,1351.55,2019,07월30일
211,2019년07월31일,1492.4,1351.77,2019,07월31일
212,2019년08월01일,1492.91,1352.0,2019,08월01일
213,2019년08월02일,1493.52,1352.59,2019,08월02일
214,2019년08월03일,1493.7,1352.61,2019,08월03일
215,2019년08월04일,1493.82,1352.49,2019,08월04일
216,2019년08월05일,1493.98,1352.72,2019,08월05일
217,2019년08월06일,1494.13,1352.76,2019,08월06일
218,2019년08월07일,1494.12,1352.55,2019,08월07일
219,2019년08월08일,1494.04,1352.47,2019,08월08일
220,2019년08월09일,1493.77,1352.18,2019,08월09일
221,2019년08월10일,1493.63,1351.91,2019,08월10일
222,2019년08월11일,1493.53,1351.71,2019,08월11일
223,2019년08월12일,1493.54,1351.73,2019,08월12일
224,2019년08월13일,1493.54,1351.72,2019,08월13일
225,2019년08월14일,1493.45,1351.61,2019,08월14일
226,2019년08월15일,1493.42,1351.38,2019,08월15일
227,2019년08월16일,1493.31,1351.44,2019,08월16일
228,2019년08월17일,1493.17,1351.3,2019,08월17일
229,2019년08월18일,1493.16,1351.12,2019,08월18일
230,2019년08월19일,1493.15,1351.21,2019,08월19일
231,2019년08월20일,1493.12,1351.19,2019,08월20일
232,2019년08월21일,1492.94,1351.04,2019,08월21일
233,2019년08월22일,1493.06,1351.06,2019,08월22일
234,2019년08월23일,1493.3,1351.31,2019,08월23일
235,2019년08월24일,1493.32,1351.26,2019,08월24일
236,2019년08월25일,1493.42,1351.21,2019,08월25일
237,2019년08월26일,1493.73,1351.63,2019,08월26일
238,2019년08월27일,1493.94,1351.74,2019,08월27일
239,2019년08월28일,1494.18,1352.07,2019,08월28일
240,2019년08월29일,1494.52,1352.37,2019,08월29일
241,2019년08월30일,1495.13,1352.91,2019,08월30일
242,2019년08월31일,1496.68,1354.05,2019,08월31일
243,2019년09월01일,1509.16,1363.44,2019,09월01일
244,2019년09월02일,1515.3,1368.44,2019,09월02일
245,2019년09월03일,1518.61,1371.01,2019,09월03일
246,2019년09월04일,1520.36,1372.43,2019,09월04일
247,2019년09월05일,1521.11,1372.95,2019,09월05일
248,2019년09월06일,1522.03,1373.96,2019,09월06일
249,2019년09월07일,1522.3,1374.07,2019,09월07일
250,2019년09월08일,1522.62,1374.28,2019,09월08일
251,2019년09월09일,1522.87,1374.61,2019,09월09일
252,2019년09월10일,1523.24,1374.85,2019,09월10일
253,2019년09월11일,1523.9,1375.43,2019,09월11일
254,2019년09월12일,1524.7,1375.95,2019,09월12일
255,2019년09월13일,1525.07,1376.19,2019,09월13일
256,2019년09월14일,1525.13,1376.09,2019,09월14일
257,2019년09월15일,1525.21,1376.05,2019,09월15일
258,2019년09월16일,1526.28,1377.0,2019,09월16일
259,2019년09월17일,1529.08,1379.52,2019,09월17일
260,2019년09월18일,1531.55,1381.64,2019,09월18일
261,2019년09월19일,1533.21,1383.17,2019,09월19일
262,2019년09월20일,1534.79,1384.56,2019,09월20일
263,2019년09월21일,1536.13,1385.54,2019,09월21일
264,2019년09월22일,1536.66,1385.86,2019,09월22일
265,2019년09월23일,1537.63,1386.98,2019,09월23일
266,2019년09월24일,1538.93,1387.88,2019,09월24일
267,2019년09월25일,1540.36,1389.24,2019,09월25일
268,2019년09월26일,1541.37,1390.01,2019,09월26일
269,2019년09월27일,1541.97,1390.63,2019,09월27일
270,2019년09월28일,1542.43,1390.8,2019,09월28일
271,2019년09월29일,1542.69,1390.98,2019,09월29일
272,2019년09월30일,1543.09,1391.46,2019,09월30일
273,2019년10월01일,1543.54,1391.75,2019,10월01일
274,2019년10월02일,1543.49,1391.62,2019,10월02일
275,2019년10월03일,1543.55,1391.6,2019,10월03일
276,2019년10월04일,1543.25,1391.37,2019,10월04일
277,2019년10월05일,1543.0,1390.96,2019,10월05일
278,2019년10월06일,1543.0,1390.85,2019,10월06일
279,2019년10월07일,1542.95,1390.76,2019,10월07일
280,2019년10월08일,1542.75,1390.47,2019,10월08일
281,2019년10월09일,1542.51,1390.11,2019,10월09일
282,2019년10월10일,1542.27,1389.9,2019,10월10일
283,2019년10월11일,1541.98,1389.5,2019,10월11일
284,2019년10월12일,1541.72,1389.16,2019,10월12일
285,2019년10월13일,1541.73,1388.97,2019,10월13일
286,2019년10월14일,1541.6,1388.93,2019,10월14일
287,2019년10월15일,1541.4,1388.55,2019,10월15일
288,2019년10월16일,1541.03,1388.21,2019,10월16일
289,2019년10월17일,1540.69,1387.85,2019,10월17일
290,2019년10월18일,1539.96,1387.13,2019,10월18일
291,2019년10월19일,1539.59,1386.66,2019,10월19일
292,2019년10월20일,1539.51,1386.38,2019,10월20일
293,2019년10월21일,1539.27,1386.24,2019,10월21일
294,2019년10월22일,1538.83,1385.76,2019,10월22일
295,2019년10월23일,1538.44,1385.24,2019,10월23일
296,2019년10월24일,1538.06,1384.93,2019,10월24일
297,2019년10월25일,1537.72,1384.57,2019,10월25일
298,2019년10월26일,1537.45,1384.2,2019,10월26일
299,2019년10월27일,1537.42,1383.9,2019,10월27일
300,2019년10월28일,1537.26,1383.83,2019,10월28일
301,2019년10월29일,1536.99,1383.52,2019,10월29일
302,2019년10월30일,1536.81,1383.34,2019,10월30일
303,2019년10월31일,1536.62,1383.13,2019,10월31일
304,2019년11월01일,1536.09,1382.59,2019,11월01일
305,2019년11월02일,1535.8,1382.22,2019,11월02일
306,2019년11월03일,1535.75,1382.0,2019,11월03일
307,2019년11월04일,1535.6,1382.03,2019,11월04일
308,2019년11월05일,1535.12,1381.52,2019,11월05일
309,2019년11월06일,1534.76,1381.18,2019,11월06일
310,2019년11월07일,1534.42,1380.76,2019,11월07일
311,2019년11월08일,1534.33,1380.75,2019,11월08일
312,2019년11월09일,1534.22,1380.51,2019,11월09일
313,2019년11월10일,1534.23,1380.22,2019,11월10일
314,2019년11월11일,1534.28,1380.39,2019,11월11일
315,2019년11월12일,1534.38,1380.34,2019,11월12일
316,2019년11월13일,1534.43,1380.28,2019,11월13일
317,2019년11월14일,1534.64,1380.18,2019,11월14일
318,2019년11월15일,1534.8,1380.27,2019,11월15일
319,2019년11월16일,1535.02,1380.14,2019,11월16일
320,2019년11월17일,1535.14,1380.0,2019,11월17일
321,2019년11월18일,1535.3,1380.13,2019,11월18일
322,2019년11월19일,1535.36,1379.84,2019,11월19일
323,2019년11월20일,1535.46,1379.68,2019,11월20일
324,2019년11월21일,1535.76,1379.7,2019,11월21일
325,2019년11월22일,1536.04,1379.78,2019,11월22일
326,2019년11월23일,1536.34,1379.82,2019,11월23일
327,2019년11월24일,1536.62,1379.75,2019,11월24일
328,2019년11월25일,1536.84,1380.0,2019,11월25일
329,2019년11월26일,1537.09,1380.05,2019,11월26일
330,2019년11월27일,1537.4,1380.13,2019,11월27일
331,2019년11월28일,1537.75,1380.26,2019,11월28일
332,2019년11월29일,1538.07,1380.37,2019,11월29일
333,2019년11월30일,1538.41,1380.35,2019,11월30일
334,2019년12월01일,1538.9,1380.42,2019,12월01일
335,2019년12월02일,1539.22,1380.65,2019,12월02일
336,2019년12월03일,1539.85,1380.94,2019,12월03일
337,2019년12월04일,1540.18,1381.01,2019,12월04일
338,2019년12월05일,1540.71,1381.15,2019,12월05일
339,2019년12월06일,1541.4,1381.42,2019,12월06일
340,2019년12월07일,1542.28,1381.78,2019,12월07일
341,2019년12월08일,1542.64,1381.76,2019,12월08일
342,2019년12월09일,1543.34,1382.35,2019,12월09일
343,2019년12월10일,1544.07,1382.64,2019,12월10일
344,2019년12월11일,1544.93,1383.08,2019,12월11일
345,2019년12월12일,1545.71,1383.53,2019,12월12일
346,2019년12월13일,1546.42,1383.96,2019,12월13일
347,2019년12월14일,1547.22,1384.33,2019,12월14일
348,2019년12월15일,1547.67,1384.42,2019,12월15일
349,2019년12월16일,1548.42,1385.04,2019,12월16일
350,2019년12월17일,1549.25,1385.5,2019,12월17일
351,2019년12월18일,1549.87,1385.93,2019,12월18일
352,2019년12월19일,1550.57,1386.36,2019,12월19일
353,2019년12월20일,1551.3,1386.88,2019,12월20일
354,2019년12월21일,1552.04,1387.36,2019,12월21일
355,2019년12월22일,1552.58,1387.49,2019,12월22일
356,2019년12월23일,1553.15,1388.05,2019,12월23일
357,2019년12월24일,1554.23,1388.82,2019,12월24일
358,2019년12월25일,1554.82,1389.21,2019,12월25일
359,2019년12월26일,1555.46,1389.74,2019,12월26일
360,2019년12월27일,1556.18,1390.22,2019,12월27일
361,2019년12월28일,1556.8,1390.58,2019,12월28일
362,2019년12월29일,1557.19,1390.71,2019,12월29일
363,2019년12월30일,1557.74,1391.19,2019,12월30일
364,2019년12월31일,1558.44,1391.59,2019,12월31일
365,2020년01월01일,1559.6,1392.26,2020,01월01일
366,2020년01월02일,1560.36,1392.88,2020,01월02일
367,2020년01월03일,1561.05,1393.16,2020,01월03일
368,2020년01월04일,1561.87,1393.82,2020,01월04일
369,2020년01월05일,1562.34,1394.03,2020,01월05일
370,2020년01월06일,1563.32,1394.97,2020,01월06일
371,2020년01월07일,1565.06,1396.28,2020,01월07일
372,2020년01월08일,1566.54,1397.58,2020,01월08일
373,2020년01월09일,1568.19,1398.84,2020,01월09일
374,2020년01월10일,1569.25,1399.62,2020,01월10일
375,2020년01월11일,1570.06,1400.13,2020,01월11일
376,2020년01월12일,1570.36,1400.31,2020,01월12일
377,2020년01월13일,1570.97,1400.86,2020,01월13일
378,2020년01월14일,1571.34,1401.06,2020,01월14일
379,2020년01월15일,1571.46,1401.02,2020,01월15일
380,2020년01월16일,1571.56,1401.06,2020,01월16일
381,2020년01월17일,1571.45,1400.91,2020,01월17일
382,2020년01월18일,1571.27,1400.67,2020,01월18일
383,2020년01월19일,1571.22,1400.52,2020,01월19일
384,2020년01월20일,1571.26,1400.67,2020,01월20일
385,2020년01월21일,1571.17,1400.4,2020,01월21일
386,2020년01월22일,1571.06,1400.18,2020,01월22일
387,2020년01월23일,1571.06,1400.05,2020,01월23일
388,2020년01월24일,1570.99,1399.94,2020,01월24일
389,2020년01월25일,1571.01,1399.84,2020,01월25일
390,2020년01월26일,1570.91,1399.63,2020,01월26일
391,2020년01월27일,1570.53,1399.13,2020,01월27일
392,2020년01월28일,1570.26,1398.77,2020,01월28일
393,2020년01월29일,1569.66,1398.1,2020,01월29일
394,2020년01월30일,1568.76,1397.37,2020,01월30일
395,2020년01월31일,1567.8,1396.42,2020,01월31일
396,2020년02월01일,1566.46,1394.86,2020,02월01일
397,2020년02월02일,1565.92,1394.1,2020,02월02일
398,2020년02월03일,1564.89,1393.18,2020,02월03일
399,2020년02월04일,1563.3,1391.26,2020,02월04일
400,2020년02월05일,1561.93,1389.72,2020,02월05일
401,2020년02월06일,1560.33,1387.92,2020,02월06일
402,2020년02월07일,1558.76,1386.04,2020,02월07일
403,2020년02월08일,1557.5,1384.5,2020,02월08일
404,2020년02월09일,1556.89,1383.7,2020,02월09일
405,2020년02월10일,1555.51,1382.38,2020,02월10일
406,2020년02월11일,1552.66,1379.28,2020,02월11일
407,2020년02월12일,1550.29,1376.42,2020,02월12일
408,2020년02월13일,1547.53,1373.28,2020,02월13일
409,2020년02월14일,1545.01,1370.38,2020,02월14일
410,2020년02월15일,1542.96,1367.64,2020,02월15일
411,2020년02월16일,1541.95,1366.27,2020,02월16일
412,2020년02월17일,1540.38,1364.35,2020,02월17일
413,2020년02월18일,1538.33,1361.95,2020,02월18일
414,2020년02월19일,1536.63,1359.7,2020,02월19일
415,2020년02월20일,1535.17,1357.74,2020,02월20일
416,2020년02월21일,1533.93,1356.17,2020,02월21일
417,2020년02월22일,1533.01,1354.85,2020,02월22일
418,2020년02월23일,1532.62,1354.19,2020,02월23일
419,2020년02월24일,1531.73,1353.38,2020,02월24일
420,2020년02월25일,1530.59,1351.74,2020,02월25일
421,2020년02월26일,1529.45,1350.36,2020,02월26일
422,2020년02월27일,1528.09,1348.74,2020,02월27일
423,2020년02월28일,1526.59,1346.79,2020,02월28일
424,2020년02월29일,1525.03,1344.88,2020,02월29일
425,2020년03월01일,1523.52,1342.68,2020,03월01일
426,2020년03월02일,1521.76,1340.72,2020,03월02일
427,2020년03월03일,1519.5,1337.92,2020,03월03일
428,2020년03월04일,1517.3,1335.41,2020,03월04일
429,2020년03월05일,1515.36,1333.15,2020,03월05일
430,2020년03월06일,1513.55,1330.82,2020,03월06일
431,2020년03월07일,1511.7,1328.48,2020,03월07일
432,2020년03월08일,1510.79,1327.27,2020,03월08일
433,2020년03월09일,1508.65,1324.82,2020,03월09일
434,2020년03월10일,1505.06,1320.52,2020,03월10일
435,2020년03월11일,1499.7,1314.23,2020,03월11일
436,2020년03월12일,1494.89,1308.62,2020,03월12일
437,2020년03월13일,1490.23,1303.35,2020,03월13일
438,2020년03월14일,1486.01,1298.25,2020,03월14일
439,2020년03월15일,1484.04,1295.73,2020,03월15일
440,2020년03월16일,1480.14,1291.56,2020,03월16일
441,2020년03월17일,1473.72,1284.17,2020,03월17일
442,2020년03월18일,1465.4,1275.15,2020,03월18일
443,2020년03월19일,1457.94,1266.95,2020,03월19일
444,2020년03월20일,1450.71,1259.24,2020,03월20일
445,2020년03월21일,1445.02,1253.06,2020,03월21일
446,2020년03월22일,1442.55,1250.05,2020,03월22일
447,2020년03월23일,1437.38,1244.7,2020,03월23일
448,2020년03월24일,1430.25,1236.94,2020,03월24일
449,2020년03월25일,1423.96,1230.81,2020,03월25일
450,2020년03월26일,1418.18,1224.52,2020,03월26일
451,2020년03월27일,1411.92,1218.12,2020,03월27일
452,2020년03월28일,1406.63,1212.81,2020,03월28일
453,2020년03월29일,1403.83,1209.9,2020,03월29일
454,2020년03월30일,1398.93,1205.16,2020,03월30일
455,2020년03월31일,1393.03,1199.27,2020,03월31일
456,2020년04월01일,1384.29,1190.5,2020,04월01일
457,2020년04월02일,1377.9,1184.19,2020,04월02일
458,2020년04월03일,1372.03,1178.65,2020,04월03일
459,2020년04월04일,1367.91,1174.57,2020,04월04일
460,2020년04월05일,1366.27,1172.64,2020,04월05일
461,2020년04월06일,1362.9,1169.74,2020,04월06일
462,2020년04월07일,1357.79,1164.68,2020,04월07일
463,2020년04월08일,1352.04,1159.16,2020,04월08일
464,2020년04월09일,1347.54,1154.71,2020,04월09일
465,2020년04월10일,1343.57,1151.07,2020,04월10일
466,2020년04월11일,1339.93,1147.46,2020,04월11일
467,2020년04월12일,1338.46,1145.88,2020,04월12일
468,2020년04월13일,1335.31,1143.12,2020,04월13일
469,2020년04월14일,1331.1,1139.03,2020,04월14일
470,2020년04월15일,1326.56,1134.87,2020,04월15일
471,2020년04월16일,1322.62,1131.51,2020,04월16일
472,2020년04월17일,1317.95,1127.11,2020,04월17일
473,2020년04월18일,1313.53,1123.01,2020,04월18일
474,2020년04월19일,1311.41,1120.79,2020,04월19일
475,2020년04월20일,1307.26,1117.33,2020,04월20일
476,2020년04월21일,1301.62,1111.91,2020,04월21일
477,2020년04월22일,1296.7,1107.16,2020,04월22일
478,2020년04월23일,1292.03,1102.66,2020,04월23일
479,2020년04월24일,1287.36,1098.28,2020,04월24일
480,2020년04월25일,1283.83,1094.84,2020,04월25일
481,2020년04월26일,1282.05,1092.88,2020,04월26일
482,2020년04월27일,1278.85,1090.09,2020,04월27일
483,2020년04월28일,1274.4,1085.57,2020,04월28일
484,2020년04월29일,1270.26,1081.5,2020,04월29일
485,2020년04월30일,1267.24,1078.54,2020,04월30일
486,2020년05월01일,1264.02,1075.28,2020,05월01일
487,2020년05월02일,1262.63,1073.84,2020,05월02일
488,2020년05월03일,1261.66,1072.7,2020,05월03일
489,2020년05월04일,1259.87,1071.05,2020,05월04일
490,2020년05월05일,1257.33,1068.43,2020,05월05일
491,2020년05월06일,1256.15,1067.27,2020,05월06일
492,2020년05월07일,1253.91,1065.07,2020,05월07일
493,2020년05월08일,1252.46,1063.74,2020,05월08일
494,2020년05월09일,1251.41,1062.51,2020,05월09일
495,2020년05월10일,1251.08,1062.18,2020,05월10일
496,2020년05월11일,1250.1,1061.41,2020,05월11일
497,2020년05월12일,1249.18,1060.35,2020,05월12일
498,2020년05월13일,1248.34,1059.55,2020,05월13일
