,지역,상호,주소,상표
1714,경남,㈜동구에너지,경남 창원시 진해구 진해대로 2180 (두동)  ,"기타(무폴,복수폴)"
1715,경남,함양IC가스충전소,경남 함양군 함양읍 고운로 335  ,S-OiL
1716,경남,구암충전소,경상남도 김해시 진영읍 본산로 60 구암충전소,현대오일뱅크
1717,경남,태영가스충전소,경남 김해시 진영읍 서부로 18  ,S-OiL
1718,경남,태영가스충전소,경남 사천시 서포면 서포로 744  ,SK가스
1719,경남,서흥LPG충전소,경남 사천시 축동면 사천대로 2168  ,GS칼텍스
1720,경남,동진가스,경남 산청군 신안면 원지로 78  ,GS칼텍스
1721,경남,㈜연합진흥 고성공룡나라(하남)충전소,"경상남도 고성군 대가면 통영대전고속도로 32, 주유소 주유소",GS칼텍스
1722,경남,㈜연합진흥 고성공룡나라(통영)충전소,경남 고성군 대가면 통영대전고속도로 29  ,SK가스
1723,경남,내서IC충전소,경남 창원시 마산회원구 내서읍 광려천서로 193 (내서IC주유소)  ,SK가스
1724,경남,동방LPG충전소,경남 고성군 고성읍 남해안대로 3055  ,E1
1725,경남,호포충전소,"경상남도 양산시 동면 양산대로 21, 호포충전소 호포충전소",GS칼텍스
1726,경남,산인충전소,경남 함안군 함마대로 2367 (산인면)  ,SK가스
1727,경남,삼천포오렌지충전소,경남 사천시 벌용길 94 (용강동)  ,E1
1728,경남,대보건설(주) 함안(순천방향)충전소,경상남도 함안군 군북면 현포로 205-1 함안(순천방향)주유소  ,SK
1729,경남,대보건설㈜통도사(부산)충전소,경남 양산시 하북면 경부고속도로 31-1  ,SK
1730,경남,성민충전소,경남 김해시 상동면 상동로 319  ,"기타(무폴,복수폴)"
1731,경남,비앤지주식회사,경남 김해시 한림면 김해대로 1565  ,S-OiL
1732,경남,웅상LPG충전소,경남 양산시 웅상대로 1577 (용당동)  ,E1
1733,경남,㈜창원충전소,경남 창원시 의창구 차상로 183 (팔용동)  ,GS칼텍스
1734,경남,㈜창원충전소 직영 새창원충전소,경남 창원시 의창구 창원대로 18번길 6 (팔용동)  ,GS칼텍스
1735,경남,함안LPG충전소,경남 함안군 법수면 법수로 311  ,E1
1736,경남,김해셀프주유소충전소,경상남도 김해시 주촌면 서부로 1598  김해셀프주유소충전소,SK
1737,경남,거제충전소,경남 거제시 연초면 거제대로 4417  ,SK가스
1738,경남,주식회사 영일,경상남도 양산시 유산공단4길  28-140 (유산동),SK가스
1739,경남,(주)배성에너지 김해LPG,경남 김해시 김해대로 2625 (안동) (주)배성에너지  ,SK가스
1740,경남,(주)배성에너지 경남충전소,경남 창원시 마산회원구 봉양로 86 (봉암동)  ,SK가스
1741,경남,(주)배성에너지 유남충전소,경남 창원시 의창구 창원대로 314 (팔용동)  ,SK가스
1742,경남,㈜대교산청(하)충전소,경남 산청군 단성면 석대로 281번길  ,현대오일뱅크
1743,경남,㈜대교산청(상)충전소,경남 산청군 단성면 석대로 365번길  ,SK
1744,경남,두성유통(주)문산(순천방향)충전소,경남 진주시 문산읍 남해고속도로 195  ,현대오일뱅크
1745,경남,진전가스,경남 창원시 마산합포구 진전면 남해안대로 4480  ,GS칼텍스
1746,경남,부경에너지(주)알뜰제2충전소,경남 김해시 생림대로 162 (삼계동)  ,SK
1747,경남,부경에너지(주)황제충전소,경남 김해시 진영읍 김해대로 684  ,S-OiL
1748,경남,부경에너지(주)도륜대충전소,경남 양산시 상북면 양산대로 1835  ,SK
1749,경남,산청에너지산업,경남 산청군 산청읍 차탄리 1033  ,SK가스
1750,경남,해연충전소,경남 함양군 소동면 거함대로 1133 (두동면)  ,GS칼텍스
1751,경남,(합)한려가스개발,경남 통영시 도산면 수월길 14  ,S-OiL
1752,경남,의령충전소,경남 함안군 군북면 함마대로 281  ,SK가스
1753,경남,대풍LP가스충전소,경남 진주시 진주대로 405 (가좌동)  ,GS칼텍스
1754,경남,금강충전소,경남 고성군 고성읍 남해안대로 2537  ,SK가스
1755,경남,신양산가스충전소,경남 양산시 명곡로 155 (북부동)  ,E1
1756,경남,구산럭키LPG충전소,경남 김해시 가야로 353 (구산동)  ,SK가스
1757,경남,함안(부산방향)충전소,경남 함안군 군북면 현포로 205  ,GS칼텍스
1758,경남,새진동주유소,경남 창원시 마산합포구 진북면 삼진의거대로 400-11  ,GS칼텍스
1759,경남,SK충전소,경남 거제시 사등면 거제대로 5312  ,SK가스
1760,경남,㈜대우가스,경남 통영시 용남면 장문로 13  ,SK가스
1761,경남,함양LPG충전소,경남 함양군 함양읍 고운로 208  ,E1
1762,경남,남해고속가스충전소,경남 진주시 진성면 동부로 1357-16  ,GS칼텍스
1763,경남,관동충전소,경남 김해시 장유면 덕정로 3  ,SK가스
1764,경남,㈜이엠석유 직영 영산(하)충전소,경남 창녕군 영산면 장척호수길 56-110  ,S-OiL
1765,경남,태화충전소,경남 창원시 마산회원구 내서읍 경남대로 503   ,SK가스
1766,경남,진주LPG충전소,경남 진주시 말티고개로 46 (초전동)  ,E1
1767,경남,사천(하)고속도로충전소,경남 사천시 곤양면 서삼로 619  ,E1
1768,경남,북창원LPG충전소,경남 창원시 의창구 북면 천주로 821  ,SK가스
1769,경남,동창원IC충전소,경남 김해시 진영읍 김해대로 133  ,E1
1770,경남,광진에너지㈜,경남 진주시 내동면 순환로 458  ,GS칼텍스
1771,경남,해인사충전소,경남 합천군 야로면 가야산로 927  ,S-OiL
1772,경남,금성가스,경남 창원시 마산회원구 봉양로 142 (봉암동)  ,S-OiL
1773,경남,동구가스충전소,경남 밀양시 상남면 상남로 925  ,현대오일뱅크
1774,경남,마금산LPG충전소,경남 창원시 의창구 정렬대로 159 (동정동)  ,E1
1775,경남,풀무원식품(주)장유(부산)충전소,경남 김해시 장유면 장유로 317번길 6-1  ,SK
1776,경남,㈜남척가스,경남 사천시 곤명면 봉명로 295  ,SK가스
1777,경남,(주)합동가스,경남 진주시 솔밭로 32번길 19 (상평동)  ,SK
1778,경남,다인산업(주)장유충전소,"경상남도 김해시 장유로 581, 응달동 282-1 (응달동) 응달동 282-1",S-OiL
1779,경남,차탄LPG충전소,경상남도 산청군 산청대로 2150 (산청읍)  ,E1
1780,경남,진영(상)고속도로충전소,경남 김해시 진영읍 하계로 96번길 44-49  ,S-OiL
1781,경남,칠북충전소,경남 함안군 칠북면 경남대로 2399  ,S-OiL
1782,경남,(합)거창에너지,경남 거창군 거창읍 거함대로 3372-67  ,SK가스
1783,경남,통영IC충전소,경남 통영시 용남면 남해안대로 284  ,GS칼텍스
1784,경남,엘림에너지,경남 함안군 칠원면 경남대로 1796  ,S-OiL
1785,경남,㈜신성에너지,경남 양산시 산막공단로 12 (북정동)  ,SK가스
1786,경남,㈜신성에너지 통도가스충전소,경남 양산시 하북면 양산대로 2169  ,S-OiL
1787,경남,광일충전소,경남 함안군 가야읍 함마대로 1608  ,SK가스
1788,경남,동부가스충전소,경남 창원시 진해구 진해대로 736 (석동)  ,"기타(무폴,복수폴)"
1789,경남,양산(서울)충전소,경남 양산시 목장길 15-50 (동면)  ,SK
1790,경남,남지ICLPG충전소,경남 창녕군 남지읍 낙동로 579-4  ,SK가스
1791,경남,거창제일LPG충전소,경남 거창군 거창읍 거함대로 3277  ,S-OiL
1792,경남,㈜대천 주약충전소,경남 진주시 강남로 15 (주약동)  ,SK가스
1793,경남,거제옥산충전소㈜,경남 거제시 거제면 읍내로 410-29  ,S-OiL
1794,경남,신통영가스충전소,경남 통영시 용남면 견내량로 6  ,GS칼텍스
1795,경남,신포충전소,경남 창원시 마산합포구 해안대로 252(신포동1가)  ,SK
1796,경남,대덕LPG충전소,경남 창원시 의창구 대산면 진산대로 630  ,S-OiL
1797,경남,신창가스㈜직영 칠원충전소,경남 함안군 칠원면 삼칠로 15  ,SK
1798,경남,신창가스㈜,"경상남도 함안군 칠서면 공단동4길 122, 신창가스(주) 신창가스(주)","기타(무폴,복수폴)"
1799,경남,거제삼성충전소,경남 거제시 사등면 거제대로 5189-19  ,S-OiL
1800,경남,럭키LPG충전소,경남 김해시 금관대로 1047 (풍유동)  ,"기타(무폴,복수폴)"
1801,경남,창성가스충전소,경남 창원시 성산구 정동로162번길 34 (남산동)  ,SK가스
1802,경남,삼천포가스충전소,경남 사천시 삼천포대교로 648 (좌룡동)  ,SK가스
1803,경남,남양에너지 충전소,경상남도 사천시 서포면 사천대교로 490-7 남양에너지 충전소,S-OiL
1804,경남,(주)창원충전소 극동충전소,경남 창원시 마산회원구 315대로 614(석전동)  ,GS칼텍스
1805,경남,㈜대호산업가스,경남 통영시 동호안길 94 (동호동)  ,S-OiL
1806,경남,(주)에스피씨삼립 진주(부산방향)충전소,경상남도 진주시 남해고속도로 194(호탄동)  부산(진주)충전소,GS칼텍스
1807,경남,(주)에스엔디유통,"경상남도 김해시 진영읍 하계로96번길 94-4, 고속도로충전소 고속도로충전소",S-OiL
1808,경남,양산가스충전소,경남 양산시 양산대로 1567 (상북면)  ,현대오일뱅크
1809,경남,창원개인택시조합충전소,경남 창원시 의창구 사화로 286 (팔용동)  ,SK가스
1810,경남,밀양LPG충전소,경남 밀양시 상남면 밀양대로 1367  ,E1
1811,경남,㈜썬엘칠서상주유소,경남 함안군 칠서면 계룡로 122-1  ,현대오일뱅크
1812,경남,(주)도일가스,경남 창원시 마산회원구 양덕로 58 (양덕동)  ,SK가스
1813,경남,경남대로충전소,경남 창녕군 도천면 경남대로 3270  ,현대오일뱅크
1814,경남,(주)죽림가스충전소,경남 통영시 광도면 향교옆길 27  ,S-OiL
1815,경남,풍년LPG충전소,경남 하동군 하동읍 섬진강대로 2344  ,GS칼텍스
1816,경남,(유)동아가스충전소,경남 사천시 사천대로 718 (노룡동)  ,GS칼텍스
1817,경남,가온충전소,경남 김해시 금관대로 994 (풍유동)  ,GS칼텍스
1818,경남,용원충전소,경남 창원시 진해구 진해대로 2128 (두동)  ,SK가스
1819,경남,동원가스,경남 진주시 내동면 순환로 395  ,SK가스
1820,경남,대림가스공업㈜,경남 진주시 솔밭로 31번길 6 (상평동)  ,S-OiL
1821,경남,사천LPG충전소,경남 사천시 사천읍 사천대로 1783  ,E1
1822,경남,마산개인택시복지충전소,경남 창원시 마산합포구 삼호로9 (산호동)  ,SK가스
1823,경남,(주)시너지 직영 대영충전소,경남 밀양시 밀양대로 2248 (교동)  ,SK가스
1824,경남,통영관광충전소,경남 통영시 용남면 남해안대로 325  ,SK가스
1825,부산,대성산업㈜ 대성충전소,부산 사상구 사상로 339 (덕포2동)  ,GS칼텍스
1826,부산,정관LPG충전소,부산 기장군 정관면 정관로 907  ,SK
1827,부산,곰내터널충전소,부산 기장군 정관면 정관산업로 1143  ,E1
1828,부산,㈜부일이앤이 충전소,부산 기장군 장안읍 정관로 1124  ,GS칼텍스
1829,부산,(주)신광에너지,부산 서구 충무대로 180 (남부민동)  ,S-OiL
1830,부산,(주)신광에너지 장림충전소,부산 사하구 장림로 278 (장림동)  ,S-OiL
1831,부산,㈜삼보가스충전소,부산 북구 만덕대로 331 (만덕1동)  ,GS칼텍스
1832,부산,(주)수영에너지산업,부산 수영구 수영로 749 (수영동)  ,E1
1833,부산,부산공항LPG충전소,부산 강서구 공항로 459 (대저2동)  ,E1
1834,부산,영도충전소,부산광역시 영도구 영선대로 41 (영선동4가),SK가스
1835,부산,정림에너지,부산 기장군 정관면 신정관로 187  ,S-OiL
1836,부산,범방가스충전소,부산 강서구 가락대로 865 (범방동)  ,SK가스
1837,부산,SK부산에너지충전소,부산 영도구 해양로 160 (청학동)  ,SK가스
1838,부산,죽림LPG충전소,부산 강서구 호계로 102 (죽림동)  ,S-OiL
1839,부산,은광가스충전소,부산 사하구 사하로 90 (감천동)  ,SK가스
1840,부산,명지가스충전소,부산 강서구 낙동남로 862 (명지동)  ,E1
1841,부산,르노코리아자동차(주)-조립공장,부산 강서구 르노삼성대로 61 (신호동)  ,SK
1842,부산,동양가스산업㈜ 기장충전소,부산 기장군 기장읍 기장대로 530  ,SK
1843,부산,아시아드충전소,부산 기장군 일광면 기장대로 1000  ,GS칼텍스
1844,부산,마라톤가스㈜ 초량충전소,부산 동구 중앙대로 310 (초량3동)  ,GS칼텍스
1845,부산,마라톤가스(주)청강,부산 기장군 기장읍 기장대로 333  ,GS칼텍스
1846,부산,마라톤가스(주)서부충전소,부산 사상구 낙동대로 1384 (삼락동)  ,GS칼텍스
1847,부산,마라톤가스(주),부산 사하구 을숙도대로 682(장림동)  ,GS칼텍스
1848,부산,㈜신진가스,부산 금정구 반송로 433 (금사동)  ,S-OiL
1849,부산,선암가스충전소,부산 기장군 장안읍 기장대로 1451  ,SK가스
1850,부산,㈜해연,부산 금정구 개좌로 225-15 (회동동)  ,GS칼텍스
1851,부산,한국가스산업㈜ 사상영업소,부산 사상구 가야대로 157 (감전2동)  ,SK가스
1852,부산,한국가스산업㈜,부산 동구 자성로133번길 39 (범일2동)  ,SK가스
1853,부산,한국가스산업(주)구포충전소,부산 북구 사상로 613 (구포동)  ,SK가스
1854,부산,한국에너지산업㈜,부산 기장군 기장읍 기장대로413번길 38  ,"기타(무폴,복수폴)"
1855,부산,이원 기장오렌지 충전소,부산 기장군 기장읍 반송로 1415  ,E1
1856,부산,(주)덕양에너지 구덕산충전소,부산 사상구 학감대로 102(학장동)  ,SK
1857,부산,㈜녹색에너지 범일영업소,부산 동구 성남로 74-3 (범일5동)  ,SK가스
1858,부산,㈜삼성에너지,부산 동래구 명륜로 48 (수안동)  ,SK가스
1859,부산,㈜장안가스충전소,부산 기장군 장안읍 기장대로 1673  ,S-OiL
1860,부산,개인택시 남부LPG충전소,부산 동구 성남로 42 (좌천1동)  개인택시 남부LPG충전소,SK가스
1861,부산,개인택시중앙LPG충전소,부산 동구 중앙대로 334 (초량3동)  ,SK가스
1862,부산,개인택시 영도LPG충전소,부산광역시 영도구 해양로 296 (동삼동) E1 개인택시 영도LPG충전소,E1
1863,부산,극동유화㈜ 감전충전소,부산 사상구 낙동대로 878 (감전동)  ,S-OiL
1864,부산,극동유화㈜ 주례충전소,부산 사상구 가야대로 203 (주례동)  ,현대오일뱅크
1865,부산,광진기업㈜ 장림영업소,부산 사하구 다대로 309 (장림2동)  ,SK가스
1866,부산,광진기업㈜ 대연영업소,부산 남구 수영로 212 (대연동)  ,SK가스
1867,부산,㈜성은에너지 제1충전소,부산 사상구 학장동 715-11  ,SK가스
1868,부산,㈜성은에너지 제2충전소,부산 사상구 강변대로 458 (엄궁동)  ,GS칼텍스
1869,부산,주식회사 창암,부산 기장군 정관면 신정관로 188  ,S-OiL
1870,부산,주식회사 엠에스가스 학장충전소,부산 사상구 학장로 165 (학장동)  ,S-OiL
1871,부산,㈜MS가스,부산 사상구 가야대로176번길 92 (학장동)  ,S-OiL
1872,부산,(주)배성에너지 대저충전소,부산 강서구 체육공원로 24 (대저1동)  ,SK가스
1873,부산,㈜지원네트웍스 부산강서LPG충전소,부산 강서구 낙동북로 310 (대저1동)  ,E1
1874,부산,부산개인택시 사하LPG충전소,부산광역시 사하구 을숙대로 585  ,E1
1875,부산,부산개인택시 금곡역충전소,부산 북구 금곡대로 704 (금곡동)  ,E1
1876,부산,부산개인택시LPG충전소,부산 연제구 월드컵대로 399 (거제2동)  ,E1
1877,부산,부산개인택시신공항충전소,부산 강서구 경전철로188번길 95 (대저1동)  ,E1
1878,부산,부산개인택시사상충전소,부산 사상구 학장로 21 (학장동)  ,E1
1879,부산,부산개인택시동부산충전소,부산 기장군 철마면 반송로 1022  ,E1
1880,부산,KH에너지(주) 직영 장안충전소(부산방향),부산광역시 기장군 장안읍 장안리 산31-1,SK가스
1881,부산,KH에너지(주) 직영 장안충전소(울산방향),부산광역시 기장군 장안읍  명례리 산78-1 ,SK가스
1882,부산,부산LPG충전소,부산 사하구 장림로 139 (장림동)  ,E1
1883,부산,E1 해운대 LPG충전소,부산 해운대구 해운대로 1255 (송정동)  ,E1
1884,부산,신명지에너지,부산 강서구 르노삼성대로 560 (명지동)  ,E1
1885,부산,강서가스충전소,부산 강서구 낙동북로 175 (대저1동)  ,GS칼텍스
1886,부산,광신가스(주)낙동대로충전소,부산 사상구 낙동대로 935 (감전동)  ,E1
1887,부산,광신가스(주)을숙도대로충전소,부산 사하구 을숙도대로 530 (신평2동)  ,SK
1888,부산,비케이에너지㈜ 동양가스충전소,부산 북구 금곡대로 103 (덕천2동)  ,SK
1889,부산,비케이에너지(주)문화가스충전소,부산 동구 중앙대로 348 (초량3동)  ,SK
1890,부산,월드컵LPG충전소,부산 기장군 일광면 기장대로 1216  ,SK가스
1891,부산,새동래충전소,부산 연제구 명륜로 15 (거제동)  ,GS칼텍스
1892,부산,㈜금륜에너지 삼성가스충전소,부산 기장군 일광면 삼성리 512-9  ,GS칼텍스
1893,부산,신한가스㈜,부산 금정구 반송로 494 (금사동)  ,SK가스
1894,부산,팔성가스충전소,부산 사상구 가야대로 75 (감전동)  ,GS칼텍스
1895,부산,부산에너지,부산 영도구 해양로 160 (청학동)  ,SK가스
1896,부산,(주)지이에스신항만에너지충전소,부산 강서구 낙동남로 507 (녹산동) (주)지이에스 신항만에너지충전소,S-OiL
1897,부산,신항만충전소,"부산광역시 강서구 가락대로 397, 송정동737-17 (송정동) 송정동737-17",GS칼텍스
1898,부산,가락충전소,부산 강서구 호계로 195 (죽동동)  ,E1
1899,부산,㈜동영에너지,부산 사하구 감천항로 247 (구평동)  ,SK가스
1900,제주,모슬포충전소,제주 서귀포시 대정읍 일주서로 2556  ,SK가스
1901,제주,함덕LPG충전소,제주 제주시 조천읍 일주동로 1122  ,SK가스
1902,제주,㈜천마 신제주충전소,제주 제주시 도령로 116 (연동)  ,SK가스
1903,제주,서울LPG충전소,제주 제주시 노형로 283 (노형동)  ,SK가스
1904,제주,㈜천마 한림충전소,제주 제주시 한림읍 일주서로 5467  ,SK가스
1905,제주,(주)천마 와산충전소,제주 제주시 조천읍 미래로 205  ,SK가스
1906,제주,중문충전소,제주 서귀포시 일주서로 1120 (상예동)  ,SK가스
1907,제주,중문관광단지충전소,제주 서귀포시 일주서로 1076  ,GS칼텍스
1908,제주,GS서귀포충전소,제주 서귀포시 일주동로 9097 (법환동)  ,GS칼텍스
1909,제주,성산LPG충전소,"제주특별자치도 서귀포시 성산읍 일주동로 4495, 성산LPG충전소 성산LPG충전소",SK가스
1910,제주,동명가스충전소,"제주특별자치도 제주시 연삼로 804, 동명가스충전소 (화북이동) 동명가스충전소",SK가스
1911,제주,안덕하나충전소,제주 서귀포시 안덕면 한창로 178  ,SK가스
1912,제주,극동가스충전소,제주 제주시 동광로 141 (일도2동)  ,SK
1913,제주,한마음가스충전소,제주 제주시 간월동로 94 (이도2동)  ,SK가스
1914,제주,유진가스충전소,제주 서귀포시 표선면 번영로 3243  ,SK가스
1915,제주,SK에너지(주)제주물류센터,제주 제주시 천수동로 62 (일도2동)  ,SK
1916,제주,제주GS충전소,제주 제주시 노형로 149 (도평동)  ,GS칼텍스
1917,제주,(주)동인에너지,제주특별자치도 제주시 와흘로 297 (조천읍)  ,"기타(무폴,복수폴)"
1918,제주,안전LPG충전소,제주 제주시 연삼로 640 (건입동)  ,E1
1919,제주,한동LPG자동차충전소,제주 제주시 구좌읍 일주동로 2761  ,SK
1920,제주,㈜한라에너지,제주 서귀포시 일주동로 8281 (신효동)  ,SK가스
1921,제주,㈜제주미래에너지,제주 제주시 한림읍 협재남2길 2  ,SK가스
1922,제주,㈜제주미래에너지 화북충전소,제주 제주시 선반남1길 66 (화북1동)  ,SK가스
1923,제주,개인택시운송사업조합LPG충전소(화북점),제주 제주시 일주동로 22 (화북2동)  ,SK가스
1924,제주,서귀포충전소,제주 서귀포시 동홍남로 85 (동홍동)  ,SK가스
1925,제주,삼광충전소,제주 제주시 번영로 152 (화북2동)  ,GS칼텍스
1926,제주,탐라가스충전소(주),제주 제주시 중앙로 335(이도이동)  ,SK가스
1927,제주,표선충전소,제주 서귀포시 표선면 일주동로 5691  ,SK가스
1928,제주,제주도개인택시조합충전소,제주 제주시 도공로 141 (도두1동)  ,SK가스
1929,제주,연동가스충전소,제주 제주시 과원로 60 (연동)  ,SK가스
1930,제주,동천가스충전소,제주 서귀포시 일주동로 9052 (서호동)  ,SK가스
1931,제주,소명충전소,제주 제주시 한북로 313 (아라1동)  ,SK가스
1932,제주,제주가스충전소,제주 제주시 동문로 157 (건입동)  ,SK가스
1933,제주,굿모닝LPG충전소,제주 제주시 용문로 28 (용담2동)  ,SK가스
1934,제주,신엄충전소,제주 제주시 애월읍 일주서로 6569  ,SK가스
1935,제주,성산동부가스충전소,제주 서귀포시 성산읍 일주동로 4085  ,SK가스
1936,제주,㈜천마 강정충전소,제주 서귀포시 일주서로 77 (강정동)  ,SK가스
1937,제주,제주공항LPG충전소,제주 제주시 일주서로 7709 (도두1동)  ,E1
1938,제주,삼화석유(주) 늘푸른자동차충전소,제주 제주시 서광로 137  ,SK
1939,제주,제주 오케이충전소,제주 제주시 일주서로 7588 (이호2동)  ,SK가스
1940,제주,대홍충전소,제주 서귀포시 중산간동로 7967 (동홍동)  ,GS칼텍스
1941,제주,정우오라LPG충전소,제주 제주시 오남로 150 (오라2동)  ,SK가스
1942,제주,송악충전소,제주 서귀포시 대정읍 일주서로 2184  ,SK가스
1943,제주,제주비케이(주),제주 제주시 노형로 162 (해안로)  ,S-OiL
1944,대구,대구LPG충전소,대구 달서구 송현로 55 (상인동)  ,E1
1945,대구,서대구IC충전소,대구 서구 북비산로 48 (이현동)  ,SK가스
1946,대구,팔공산LPG충전소,대구 동구 팔공산로 279 (덕곡동)  ,S-OiL
1947,대구,달성엘피지충전소,대구 달성군 현풍면 논공로 70  ,S-OiL
1948,대구,경원LPG충전소,대구 북구 금호동 사수로 432(금호동)  ,현대오일뱅크
1949,대구,읍내IC충전소,대구광역시 북구 칠곡중앙대로  736 (읍내동),E1
1950,대구,대성산업(주) 남경대성충전소,"대구광역시 북구 사수로 406, 외 1필지(금호동)  ",GS칼텍스
1951,대구,대성산업㈜ 대구가스충전소,대구 북구 침산로 60 (칠성2가)  66번지,GS칼텍스
1952,대구,대성산업㈜ 구마충전소,대구 달서구 구마로 67 (본리동)  ,GS칼텍스
1953,대구,㈜경북가스,대구 동구 효신로16길 122 (효목동)  ,S-OiL
1954,대구,㈜경북가스 남부충전소,대구 남구 성당로 22 (대명10동)  ,S-OiL
1955,대구,대구개인택시 6충전소,대구 서구 국채보상로 25 (이현동)  ,S-OiL
1956,대구,가창엘피지충전소,대구 달성군 가창면 가창로199길 19  ,S-OiL
1957,대구,(주)대평제2LPG충전소,대구 북구 동북로 212 (복현동)  ,E1
1958,대구,그린에너지프라자,대구 달성군 논공읍 삼리 비슬로 1705  ,S-OiL
1959,대구,신대한LPG 제1,대구 동구 동부로 89 (신천동)  ,SK가스
1960,대구,신대한LPG,대구 서구 서대구로 121 (평리동)  ,SK가스
1961,대구,가람충전소,대구광역시 달성군 비슬로 799 (현풍면) 가람충전소,E1
1962,대구,상동LPG충전소,대구 수성구 신천동로 51 (상동)  ,E1
1963,대구,동원LPG충전소,대구광역시 동구 혁신대로 386 대구 동구 괴전동 648,SK가스
1964,대구,(주)E&I 대구가스,대구 달서구 두류공원로 127 (성당1동)  ,SK가스
1965,대구,㈜동산가스,대구 수성구 동대구로 116 (황금동)  ,S-OiL
1966,대구,SK가스 세영충전소,대구 달서구 성서공단북로69길 33 (갈산동)  ,SK가스
1967,대구,남대구IC충전소,대구 달서구 성서공단로 319 (장동)  ,SK가스
1968,대구,한국도로공사 현풍대구충전소,대구 달성군 현풍면 중부내륙지선 고속도로 4-1  ,S-OiL
1969,대구,현풍제일충전소,대구 달성군 현풍면 논공로 20  ,S-OiL
1970,대구,동도LPG충전소,대구 동구 안심로 34 (용계동)  ,S-OiL
1971,대구,(주) 팔달에너지,대구 북구 칠곡중앙대로 132 (매천동)  ,S-OiL
1972,대구,개인택시조합충전소,"대구광역시 북구 검단로 174, 검단동 (검단동)  ",E1
1973,대구,개인택시조합 제2충전소,대구 달서구 와룡로 159 (감삼동)  ,E1
1974,대구,개인택시조합 제5충전소,대구 북구 팔달로 67 (노원동)  대구개인택시 5충전소,GS칼텍스
1975,대구,개인택시조합 제1충전소,대구 수성구 수성로 286 (중동)  ,GS칼텍스
1976,대구,(주)한성엘피지충전소,대구 달서구 성서공단로 346 (월성동)  ,S-OiL
1977,대구,(주)한성엘피지옥포충전소,대구 달성군 옥포면 옥포로 354  ,S-OiL
1978,대구,㈜동일가스,대구 수성구 청수로 1 (중동)  ,SK가스
1979,대구,논공(대구)충전소,"대구광역시 달성군 논공읍 광주대구고속도로 170, 논공(대구)충전소 논공(대구)충전소",E1
1980,대구,대공원충전소(주),대구 수성구 동대구로 255 (범어동)  ,SK가스
1981,대구,㈜씨원엘피지 대교엘피지충전소,대구 달성군 하빈면 달구벌대로2길 12  ,SK가스
1982,대구,㈜한신가스,대구 북구 노원로 229 (침산1동)  ,SK가스
1983,대구,율하LPG충전소,대구 동구 안심로 24 (용계동)  ,SK가스
1984,대구,서변LPG충전소,대구 북구 호국로 129 (서변동)  ,SK가스
1985,대구,청구LPG충전소,대구 서구 국채보상로 92 (중리동)  ,E1
1986,대구,홍토주유소충전소,대구 달성군 논공읍 비슬로 1065  ,SK가스
1987,대구,(주)대천에너지,대구 달서구 달서대로 109 (대천동)  ,E1
1988,대구,구상에너지㈜,대구 달서구 성서4차첨단로 184 (월암동)  ,GS칼텍스
1989,대구,현풍(현풍방향)충전소,대구 달성군 현풍면 중부내륙지선 고속도로 3-1  ,SK
1990,대구,동대구가스충전소,대구 수성구 국채보상로 913 (만촌동)  ,GS칼텍스
1991,대구,화성가스㈜,대구 서구 와룡로 346 (중리동)  ,S-OiL
1992,대구,문산LPG충전소,대구 달성군 다사읍 달구벌대로 432  ,SK가스
1993,대구,칠곡아이씨 충전소,대구광역시 북구 매천로   307 (태전동),현대오일뱅크
1994,대구,경북산소㈜,대구 서구 와룡로100길 54 (이현동)  ,S-OiL
1995,대구,대기에너지주식회사 서남점,대구 달서구 달구벌대로 1631 (감삼동)  ,S-OiL
1996,대구,아주LPG충전소,대구 동구 공항로 149 (불로동)  ,SK가스
1997,대구,북대구LPG충전소,대구 북구 동북로 3 (산격동)  ,E1
1998,대구,KK㈜ 달구벌충전소,대구 동구 동촌로 205 (방촌동)  ,SK
1999,대구,논공(광주)충전소,"대구광역시 달성군 논공읍 광주대구고속도로 169, 논공(광주)충전소 논공(광주)충전소",E1
2000,대구,(주)봄봄봄 LPG 충전소,대구 달성군 구지면 달성2차로 161  ,현대오일뱅크
2001,대구,SK가스 한신충전소,대구 북구 노원로 229 (침산동)  ,SK가스
2002,대구,(주)지원네트웍스 계명LPG충전소,대구 달서구 달구벌대로 1250 (이곡동)  ,E1
2003,인천,송도LPG충전소,"인천광역시 연수구 아암대로 841, 송도충전소 (동춘동) 송도충전소",SK가스
2004,인천,협진충전소,인천 계양구 아나지로 275 (작전2동)  ,SK가스
2005,인천,태능가스㈜대지충전소,인천 서구 방축로 345 (가좌동)  ,S-OiL
2006,인천,SK 인천충전소,인천 중구 축항대로 87번길 5 (항동7가)  ,SK가스
2007,인천,불로충전소,인천 서구 불로 10  ,E1
2008,인천,도화LPG충전소,인천광역시 남구 한나루로 612 (도화동)  ,SK가스
2009,인천,구산충전소,"인천광역시 부평구 경인로 1203, 구산충전소 (구산동) 구산충전소",SK가스
2010,인천,(주)이은에너지,"인천 서구 백범로 845 (가좌동), (주)이은에너지  ",GS칼텍스
2011,인천,㈜성림가스충전소,인천 남구 경원대로 928 (주안동)  ,SK가스
2012,인천,우리에너지(서곶길충전소),인천 서구 봉수대로 1539 (금곡동)  ,현대오일뱅크
2013,인천,인천터미널충전소,인천광역시 연수구 매소홀로 730 (선학동 8-1),SK가스
